date,title,url,source,location,latitude,longitude,cluster
2025-11-19 04:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://klewtv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,klewtv.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 04:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wcyb.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wcyb.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 04:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://myfox28columbus.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,myfox28columbus.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 04:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wcti12.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wcti12.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 04:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kfoxtv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kfoxtv.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 04:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://newschannel20.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,newschannel20.com,"California, United States",36.17,-119.746,2
2025-11-19 04:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kfdm.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kfdm.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 04:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://news4sanantonio.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,news4sanantonio.com,Americans,39.828175,-98.5795,2
2025-11-19 04:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://cbs6albany.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,cbs6albany.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 04:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://fox4beaumont.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,fox4beaumont.com,Americans,39.828175,-98.5795,2
2025-11-19 04:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://komonews.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,komonews.com,Americans,39.828175,-98.5795,2
2025-11-19 04:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wchstv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wchstv.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 04:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://cnycentral.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,cnycentral.com,"California, United States",36.17,-119.746,2
2025-11-19 04:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://midmichigannow.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,midmichigannow.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wlos.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wlos.com,"California, United States",36.17,-119.746,2
2025-11-19 03:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://bakersfieldnow.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,bakersfieldnow.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://fox56.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,fox56.com,"California, United States",36.17,-119.746,2
2025-11-19 03:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://katv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,katv.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 03:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://news3lv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,news3lv.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 03:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://mynews4.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,mynews4.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://foxsanantonio.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,foxsanantonio.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://local21news.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,local21news.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wach.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wach.com,"California, United States",36.17,-119.746,2
2025-11-19 03:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://13wham.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,13wham.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://ktxs.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,ktxs.com,Americans,39.828175,-98.5795,2
2025-11-19 03:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://cbs2iowa.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,cbs2iowa.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://nbc16.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,nbc16.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wjactv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wjactv.com,Americans,39.828175,-98.5795,2
2025-11-19 03:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://abc6onyourside.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,abc6onyourside.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 03:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://turnto10.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,turnto10.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 02:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kval.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kval.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 02:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://keprtv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,keprtv.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 02:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://okcfox.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,okcfox.com,Americans,39.828175,-98.5795,2
2025-11-19 02:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://foxrochester.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,foxrochester.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 02:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kpic.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kpic.com,Americans,39.828175,-98.5795,2
2025-11-19 02:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://nebraska.tv/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,nebraska.tv,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 02:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://foxbaltimore.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,foxbaltimore.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 02:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wgxa.tv/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wgxa.tv,"California, United States",36.17,-119.746,2
2025-11-19 02:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wset.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wset.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 02:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://upnorthlive.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,upnorthlive.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 02:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://cbs4local.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,cbs4local.com,"California, United States",36.17,-119.746,2
2025-11-19 02:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wpde.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wpde.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 02:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://fox11online.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,fox11online.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 01:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://foxillinois.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,foxillinois.com,Americans,39.828175,-98.5795,2
2025-11-19 01:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wtov9.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wtov9.com,Americans,39.828175,-98.5795,2
2025-11-19 01:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kmph.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kmph.com,"New York, United States",42.1497,-74.9384,2
2025-11-19 01:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wsbt.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wsbt.com,Americans,39.828175,-98.5795,2
2025-11-19 01:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wwmt.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wwmt.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 01:45:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kcby.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kcby.com,Americans,39.828175,-98.5795,2
2025-11-19 01:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://abc3340.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,abc3340.com,"California, United States",36.17,-119.746,2
2025-11-19 01:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://abcnews4.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,abcnews4.com,"California, United States",36.17,-119.746,2
2025-11-19 01:30:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://wgme.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,wgme.com,"California, United States",36.17,-119.746,2
2025-11-19 01:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://ktul.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,ktul.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-19 01:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://kimatv.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,kimatv.com,"California, United States",36.17,-119.746,2
2025-11-19 01:15:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://katu.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,katu.com,"California, United States",36.17,-119.746,2
2025-11-19 01:00:00,Fact Check Team Will Trumps 50 Year Mortgage Idea Solve Or Worsen Housing Affordability Delay Americ,https://khqa.com/news/nation-world/fact-check-team-will-trumps-50-year-mortgage-idea-solve-or-worsen-housing-affordability-delay-americans-underwater-financial-borrowed-homeowner,khqa.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-18 21:15:00,How Housing Affordability Is Polarizing Voters,https://www.probuilder.com/business-management/government-policy/news/55331067/how-housing-affordability-is-polarizing-voters,probuilder.com,"New York, United States",42.1497,-74.9384,0
2025-11-18 17:30:00,Charlotte To Host Inaugural Housing Innovation Challenge To Tackle The National Affordability Crisis,http://www.caribbeanherald.com/news/278701894/charlotte-to-host-inaugural-housing-innovation-challenge-to-tackle-the-national-affordability-crisis,caribbeanherald.com,America,39.828175,-98.5795,0
2025-11-18 17:00:00,Charlotte To Host Inaugural Housing Innovation Challenge To Tackle The National Affordability Crisis,http://www.trinidadtimes.com/news/278701894/charlotte-to-host-inaugural-housing-innovation-challenge-to-tackle-the-national-affordability-crisis,trinidadtimes.com,America,39.828175,-98.5795,0
2025-11-18 16:15:00,Charlotte To Host Inaugural Housing Innovation Challenge To Tackle The National Affordability Crisis,http://www.haitisun.com/news/278701894/charlotte-to-host-inaugural-housing-innovation-challenge-to-tackle-the-national-affordability-crisis,haitisun.com,"Virginia, United States",37.768,-78.2057,0
2025-11-18 16:15:00,Charlotte To Host Inaugural Housing Innovation Challenge To Tackle The National Affordability Crisis,http://www.jamaicantimes.com/news/278701894/charlotte-to-host-inaugural-housing-innovation-challenge-to-tackle-the-national-affordability-crisis,jamaicantimes.com,America,39.828175,-98.5795,0
2025-11-17 16:30:00,Dc Council Brooke Pinto Prosper Dc Legislation Economy Jobs Youth Programs Business Growth Housing A,https://wjla.com/news/local/dc-council-brooke-pinto-prosper-dc-legislation-economy-jobs-youth-programs-business-growth-housing-affordability-public-safety-apprenticeships-tax-policy-development-community-services,wjla.com,"Washington, Washington, United States",38.8951,-77.0364,1
2025-11-16 13:00:00,Realpage Doj Rent Housing Affordability Ai Austin 21141324.Php,https://www.statesman.com/business/real-estate/article/realpage-doj-rent-housing-affordability-ai-austin-21141324.php,statesman.com,United States,39.828175,-98.5795,0
2025-11-15 13:15:00,,https://fortune.com/2025/11/15/why-housing-affordability-is-so-bad-amherst-ceo-sean-dobson/,fortune.com,"Washington, Washington, United States",38.8951,-77.0364,3
2025-11-15 06:45:00,,https://www.bangordailynews.com/2025/11/15/business/business-housing/maine-home-affordability-trump-50-year-mortgage-joam40zk0w/,bangordailynews.com,American,39.828175,-98.5795,3
2025-11-15 00:00:00,Trump Administration Tries To Break Through Lock In Effect With Portable Mortgages Housing Market Af,https://foxrochester.com/news/nation-world/trump-administration-tries-to-break-through-lock-in-effect-with-portable-mortgages-housing-market-affordability-tariffs,foxrochester.com,"Washington, Washington, United States",38.8951,-77.0364,2
2025-11-15 00:00:00,,https://www.local10.com/news/politics/2025/11/14/trump-administration-proposes-50-year-mortgages-to-tackle-housing-affordability-crisis/,local10.com,"Miami, Florida, United States",25.7743,-80.1937,3
2025-11-14 22:45:00,Trump Administration Tries To Break Through Lock In Effect With Portable Mortgages Housing Market Af,https://foxillinois.com/news/nation-world/trump-administration-tries-to-break-through-lock-in-effect-with-portable-mortgages-housing-market-affordability-tariffs,foxillinois.com,Americans,39.828175,-98.5795,2
2025-11-14 22:30:00,Trump Administration Tries To Break Through Lock In Effect With Portable Mortgages Housing Market Af,https://fox23maine.com/news/nation-world/trump-administration-tries-to-break-through-lock-in-effect-with-portable-mortgages-housing-market-affordability-tariffs,fox23maine.com,Americans,39.828175,-98.5795,2
